idx,filename,fs,n_channels,n_samples,gt_angle_deg,srp_angle_deg,abs_err_deg,status
0,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0069.wav,16000,9,41136,41.44058697629461,31.0,10.440586976294611,ok
1,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0287.wav,16000,9,48656,41.4405869762946,24.5,16.940586976294583,ok
2,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0039.wav,16000,9,65056,41.44058697629461,20.5,20.94058697629461,ok
3,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0228.wav,16000,9,41120,41.44058697629461,24.5,16.94058697629461,ok
4,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0201.wav,16000,9,46784,41.44058697629461,74.5,33.05941302370539,ok
5,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0172.wav,16000,9,63120,41.44058697629461,29.500000000000004,11.940586976294611,ok
6,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0288.wav,16000,9,27792,41.44058697629462,126.0,84.55941302370536,ok
7,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0060.wav,16000,9,72016,41.44058697629461,278.5,122.94058697629464,ok
8,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0242.wav,16000,9,31616,41.44058697629463,37.0,4.4405869762946395,ok
9,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0191.wav,16000,9,53152,41.44058697629462,17.000000000000004,24.44058697629461,ok
10,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0071.wav,16000,9,43152,41.44058697629461,171.5,130.05941302370536,ok
11,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0219.wav,16000,9,48656,41.44058697629461,18.0,23.44058697629461,ok
12,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0156.wav,16000,9,74608,41.44058697629461,24.000000000000004,17.44058697629461,ok
13,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0151.wav,16000,9,45776,41.44058697629461,103.0,61.55941302370539,ok
14,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0229.wav,16000,9,32128,41.44058697629463,27.0,14.44058697629464,ok
15,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0170.wav,16000,9,77296,41.44058697629461,12.0,29.44058697629461,ok
16,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0021.wav,16000,9,67664,41.44058697629461,19.0,22.44058697629461,ok
17,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0161.wav,16000,9,54624,41.44058697629461,28.0,13.440586976294611,ok
18,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0026.wav,16000,9,62432,41.44058697629462,302.0,99.44058697629464,ok
19,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0110.wav,16000,9,36048,41.44058697629463,47.5,6.0594130237053605,ok
20,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0131.wav,16000,9,41568,41.44058697629461,27.5,13.940586976294611,ok
21,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0163.wav,16000,9,54032,41.44058697629461,57.5,16.05941302370539,ok
22,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0202.wav,16000,9,72736,41.44058697629461,226.99999999999997,174.44058697629464,ok
23,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0230.wav,16000,9,44016,41.44058697629461,26.5,14.940586976294611,ok
24,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0296.wav,16000,9,39392,41.44058697629462,308.0,93.44058697629464,ok
25,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0152.wav,16000,9,45472,41.44058697629461,40.5,0.9405869762946111,ok
26,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0203.wav,16000,9,59104,41.44058697629461,23.5,17.94058697629461,ok
27,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0301.wav,16000,9,29088,41.44058697629462,30.499999999999993,10.94058697629464,ok
28,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0055.wav,16000,9,58240,41.44058697629461,3.5,37.94058697629461,ok
29,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0261.wav,16000,9,73280,41.44058697629461,180.49999999999997,139.05941302370536,ok
30,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0084.wav,16000,9,59984,41.44058697629461,316.0,85.44058697629464,ok
31,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0153.wav,16000,9,76656,41.44058697629461,14.999999999999998,26.44058697629461,ok
32,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0297.wav,16000,9,50304,41.44058697629462,22.500000000000004,18.94058697629461,ok
33,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0180.wav,16000,9,40928,41.44058697629461,36.0,5.440586976294611,ok
34,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0280.wav,16000,9,35472,41.44058697629463,32.5,8.94058697629464,ok
35,test/ma_noisy_speech/OfficeRoom2/static/P0006/TEST_S_OFR2_P0006_P0006W0214.wav,16000,9,60720,41.44058697629461,22.0,19.44058697629461,ok
