idx,filename,fs,n_channels,n_samples,gt_angle_deg,srp_angle_deg,abs_err_deg,status
211,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0077.wav,16000,9,34464,180.5,180.0,0.5,ok
231,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0243.wav,16000,9,58960,180.5,180.0,0.5,ok
250,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0280.wav,16000,9,35472,180.5,180.0,0.5,ok
261,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0082.wav,16000,9,45184,180.5,181.0,0.5,ok
267,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0025.wav,16000,9,58528,180.5,180.0,0.5,ok
268,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0085.wav,16000,9,44016,180.5,180.0,0.5,ok
367,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0172.wav,16000,9,63120,180.5,180.0,0.5,ok
383,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0037.wav,16000,9,67280,180.5,180.0,0.5,ok
396,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0173.wav,16000,9,60240,180.5,180.0,0.5,ok
413,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0135.wav,16000,9,47520,180.5,180.0,0.5,ok
415,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0233.wav,16000,9,52432,180.5,180.0,0.5,ok
442,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0178.wav,16000,9,42720,180.5,180.0,0.5,ok
444,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0238.wav,16000,9,35280,180.5,180.0,0.5,ok
446,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0281.wav,16000,9,28768,180.5,180.0,0.5,ok
662,test/ma_noisy_speech/OfficeRoom3/static/P0006/TEST_S_OFR3_P0006_P0006W0283.wav,16000,9,62736,135.2726011924342,135.0,0.2726011924341947,ok
1373,test/ma_noisy_speech/OfficeLobby/static/0023/TEST_S_OFFL_0023_0133.wav,16000,9,18641,134.36279862162158,135.0,0.6372013783784212,ok
2226,test/ma_noisy_speech/BasketballCourt1/static/0036/TEST_S_BAS1_0036_0370.wav,16000,9,62880,3.7354732188153306,4.0,0.2645267811846565,ok
2306,test/ma_noisy_speech/BasketballCourt1/static/0036/TEST_S_BAS1_0036_0445.wav,16000,9,45360,1.2239807027139962,0.5,0.7239807027139875,ok
2444,test/ma_noisy_speech/UndergroundParking2/static/0010/TEST_S_UND2_0010_0086.wav,16000,9,177360,46.36183842912451,46.50000000000001,0.1381615708754964,ok
2736,test/ma_noisy_speech/BasketballCourt1/static/0010/TEST_S_BAS1_0010_0168.wav,16000,9,144879,352.4027924763904,352.0,0.4027924763904025,ok
3157,test/ma_noisy_speech/LivingRoom5/static/P0002/TEST_S_LIV5_P0002_P0002W0194.wav,16000,9,69344,74.39176536719576,75.0,0.6082346328042263,ok
3522,test/ma_noisy_speech/Car-Electric/static/P0002/TEST_S_CARE_P0002_P0002W0249.wav,16000,9,65760,178.5,179.0,0.5,ok
