idx,filename,fs,n_channels,n_samples,gt_angle_deg,srp_angle_deg,abs_err_deg,status
365,test/ma_noisy_speech/Car-Gasoline/static/P0006/TEST_S_CARG_P0006_P0006W0166.wav,16000,9,58368,180.5,180.0,0.5,ok
1029,test/ma_noisy_speech/UndergroundParking2/static/0023/TEST_S_UND2_0023_0006.wav,16000,9,135933,113.2773809505029,113.0,0.2773809505029021,ok
1079,test/ma_noisy_speech/UndergroundParking2/static/0023/TEST_S_UND2_0023_0020.wav,16000,9,133320,79.07022295995588,79.0,0.0702229599558847,ok
1174,test/ma_noisy_speech/BadmintonCourt2/static/0023/TEST_S_BAD2_0023_0045.wav,16000,9,58432,81.51465819206256,81.5,0.0146581920625408,ok
1247,test/ma_noisy_speech/BasketballCourt1/static/0023/TEST_S_BAS1_0023_0102.wav,16000,9,51925,43.81246427366728,44.5,0.687535726332726,ok
1384,test/ma_noisy_speech/OfficeLobby/static/0023/TEST_S_OFFL_0023_0252.wav,16000,9,108260,153.05039832929788,153.0,0.0503983292978773,ok
1458,test/ma_noisy_speech/OfficeRoom2/static/0036/TEST_S_OFR2_0036_0440.wav,16000,9,226640,116.54411750721488,116.0,0.5441175072148781,ok
1802,test/ma_noisy_speech/UndergroundParking2/static/0036/TEST_S_UND2_0036_0162.wav,16000,9,99280,118.58005879613684,119.5,0.9199412038631748,ok
1902,test/ma_noisy_speech/BadmintonCourt2/static/0036/TEST_S_BAD2_0036_0474.wav,16000,9,179600,116.22235887428808,117.0,0.7776411257119094,ok
1925,test/ma_noisy_speech/BadmintonCourt2/static/0036/TEST_S_BAD2_0036_0310.wav,16000,9,77440,95.37311011720271,96.0,0.6268898827972862,ok
1938,test/ma_noisy_speech/BadmintonCourt2/static/0036/TEST_S_BAD2_0036_0288.wav,16000,9,65520,95.37311011720271,95.5,0.1268898827972862,ok
1950,test/ma_noisy_speech/BadmintonCourt2/static/0036/TEST_S_BAD2_0036_0439.wav,16000,9,31680,95.37311011720271,95.0,0.3731101172027138,ok
2968,test/ma_noisy_speech/Classroom3/static/P0002/TEST_S_CLA3_P0002_P0002W0047.wav,16000,9,84048,152.4600842130959,153.0,0.5399157869040891,ok
3274,test/ma_noisy_speech/BasketballCourt1/static/P0002/TEST_S_BAS1_P0002_P0002W0068.wav,16000,9,65888,188.24678122093025,188.99999999999997,0.7532187790697265,ok
3320,test/ma_noisy_speech/BasketballCourt1/static/P0002/TEST_S_BAS1_P0002_P0002W0132.wav,16000,9,88720,23.61143051647363,23.0,0.6114305164736322,ok
