batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,error_category
0,0,41.0,41.0,0.0,0,0.0466881804168224,3.8860459327697754,6.983522325754166e-05,1.0116041898727417,0.6992734670639038,excellent
0,1,44.0,41.0,3.0,1,0.0632768496870994,3.610984325408935,9.64124919846654e-05,1.0174973011016846,0.7984186410903931,excellent
0,2,42.0,41.0,1.0,2,0.0647414624691009,3.550812244415283,0.0001011838685371,1.01331627368927,0.8141101598739624,excellent
0,3,44.0,41.0,3.0,3,0.053962118923664,3.796602725982666,7.912747969385237e-05,1.0114904642105105,0.735666036605835,excellent
1,0,48.0,41.0,7.0,4,0.0473826192319393,3.888218879699707,6.90211818437092e-05,1.001135230064392,0.6935808062553406,moderate
1,1,46.0,41.0,5.0,5,0.0827873274683952,3.34066104888916,0.0001297253620577,1.0506443977355957,0.8725771903991699,moderate
1,2,48.0,41.0,7.0,6,0.0330399684607982,4.272791862487793,4.507096309680492e-05,1.0088469982147217,0.5420364737510681,moderate
1,3,46.0,41.0,5.0,7,0.077832743525505,3.420255184173584,0.0001191485935123,1.0503658056259155,0.851593017578125,moderate
2,0,46.0,41.0,5.0,8,0.0452605783939361,4.0103912353515625,6.239378853933886e-05,1.0282286405563354,0.655231237411499,moderate
2,1,44.0,41.0,3.0,9,0.0689919516444206,3.5294973850250244,0.000105848579551,1.0203206539154053,0.8210245966911316,excellent
2,2,44.0,41.0,3.0,10,0.0565088279545307,3.762996196746826,8.211047679651529e-05,1.0136829614639282,0.7442421317100525,excellent
2,3,46.0,41.0,5.0,11,0.0595007911324501,3.699772834777832,8.711047121323645e-05,1.0618605613708496,0.7667362689971924,moderate
3,0,46.0,41.0,5.0,12,0.0853523835539817,3.3124444484710693,0.0001328224025201,1.0383522510528564,0.8808746337890625,moderate
3,1,44.0,41.0,3.0,13,0.0560038611292839,3.7452874183654785,8.279972826130688e-05,1.0364872217178345,0.752081573009491,excellent
3,2,46.0,41.0,5.0,14,0.0490909852087497,3.948197841644287,6.72298192512244e-05,1.0574960708618164,0.6792919635772705,moderate
3,3,46.0,41.0,5.0,15,0.0909149199724197,3.258361577987671,0.0001422385394107,1.0886927843093872,0.8911124467849731,moderate
4,0,46.0,41.0,5.0,16,0.0846342965960502,3.320162534713745,0.0001325528864981,1.0693166255950928,0.8781625032424927,moderate
4,1,46.0,41.0,5.0,17,0.0766332894563674,3.482926607131958,0.0001127103969338,1.094228982925415,0.8339350819587708,moderate
4,2,45.0,41.0,4.0,18,0.0744370594620704,3.452004909515381,0.0001150037278421,1.0253797769546509,0.844194769859314,moderate
4,3,44.0,41.0,3.0,19,0.0516771338880062,3.8576674461364746,7.399060268653557e-05,1.0077790021896362,0.7118875980377197,excellent
5,0,46.0,41.0,5.0,20,0.0519561022520065,3.8431360721588135,7.418466702802107e-05,1.05117928981781,0.7154778242111206,moderate
5,1,44.0,41.0,3.0,21,0.0625282600522041,3.622890949249267,9.470093209529296e-05,1.0069754123687744,0.7914171814918518,excellent
5,2,43.0,41.0,2.0,22,0.0742924064397811,3.4055254459381104,0.0001181791667477,1.0205596685409546,0.8616693615913391,excellent
5,3,43.0,41.0,2.0,23,0.0511981695890426,3.8091540336608887,7.632881897734478e-05,1.0053645372390747,0.7266625165939331,excellent
6,0,44.0,41.0,3.0,24,0.0494933128356933,3.880077838897705,7.131058373488486e-05,1.015574932098389,0.7031075954437256,excellent
6,1,48.0,41.0,7.0,25,0.0565682314336299,3.750008583068848,8.23740047053434e-05,1.0313202142715454,0.7437278032302856,moderate
6,2,46.0,41.0,5.0,26,0.075519323348999,3.4622631072998047,0.0001139624728239,1.0792832374572754,0.8402899503707886,moderate
6,3,44.0,41.0,3.0,27,0.0396744050085544,4.103928565979004,5.5107469961512834e-05,1.0173829793930054,0.6181119680404663,excellent
7,0,44.0,41.0,3.0,28,0.0681316778063774,3.523979902267456,0.0001058148045558,1.0228400230407717,0.8249048590660095,excellent
7,1,46.0,41.0,5.0,29,0.0778991281986236,3.3971107006073,0.0001206667802762,1.0697760581970217,0.8596411943435669,moderate
7,2,46.0,41.0,5.0,30,0.0718673393130302,3.4840333461761475,0.0001099312285077,1.0540623664855957,0.8358307480812073,moderate
7,3,44.0,41.0,3.0,31,0.0850164592266082,3.289079189300537,0.0001359433372272,1.0318388938903809,0.8865253329277039,excellent
8,0,46.0,41.0,5.0,32,0.0632977709174156,3.6544442176818848,9.228750423062591e-05,1.048675775527954,0.7816963791847229,moderate
8,1,45.0,41.0,4.0,33,0.0559061281383037,3.797377824783325,7.943622767925262e-05,1.0273631811141968,0.7331915497779846,moderate
8,2,46.0,41.0,5.0,34,0.0472033433616161,3.9484360218048096,6.627572292927653e-05,1.0347623825073242,0.6768057942390442,moderate
8,3,46.0,41.0,5.0,35,0.0786259919404983,3.41483736038208,0.0001197646270156,1.0587589740753174,0.8538048267364502,moderate
9,0,46.0,41.0,5.0,36,0.0483622029423713,3.920324325561523,6.837170076323673e-05,1.029514193534851,0.6880238652229309,moderate
9,1,41.0,41.0,0.0,37,0.0394789241254329,4.079965114593506,5.581499135587365e-05,1.0243343114852903,0.6202166080474854,excellent
9,2,44.0,41.0,3.0,38,0.0499164685606956,3.878377676010132,7.129961159080267e-05,1.016129732131958,0.7008964419364929,excellent
9,3,44.0,41.0,3.0,39,0.0565436147153377,3.7173011302948,8.526425517629832e-05,1.0104331970214844,0.7616597414016724,excellent
10,0,46.0,41.0,5.0,40,0.0795635655522346,3.3781256675720215,0.0001234086666954,1.0702846050262451,0.8656655550003052,moderate
10,1,46.0,41.0,5.0,41,0.0702045112848281,3.499271869659424,0.0001079020439647,1.025887966156006,0.8307566046714783,moderate
10,2,46.0,41.0,5.0,42,0.0745612531900405,3.4874606132507324,0.0001101478046621,1.096943497657776,0.8333724737167358,moderate
10,3,44.0,41.0,3.0,43,0.0530774816870689,3.807314395904541,7.734735845588148e-05,1.0094611644744873,0.7285745143890381,excellent
11,0,46.0,41.0,5.0,44,0.0850118026137352,3.3204948902130127,0.0001315638364758,1.0970395803451538,0.8790589570999146,moderate
11,1,43.0,41.0,2.0,45,0.0527969524264335,3.7731547355651855,7.953355088829994e-05,1.0023512840270996,0.7382017374038696,excellent
11,2,46.0,41.0,5.0,46,0.0625915229320526,3.659217834472656,9.145856893155724e-05,1.0475574731826782,0.7815696001052856,moderate
11,3,44.0,41.0,3.0,47,0.062584601342678,3.6482906341552734,9.365193545818328e-05,1.007370948791504,0.7849521040916443,excellent
12,0,44.0,41.0,3.0,48,0.0760304033756256,3.402656078338623,0.0001200768238049,1.0250227451324463,0.8565877676010132,excellent
12,1,46.0,41.0,5.0,49,0.0778521448373794,3.4189624786376953,0.0001189487520605,1.056438684463501,0.848644495010376,moderate
12,2,46.0,41.0,5.0,50,0.0719665065407753,3.491600513458252,0.0001092168677132,1.0420962572097778,0.8282423615455627,moderate
12,3,46.0,41.0,5.0,51,0.0815386027097702,3.3655102252960205,0.0001264632737729,1.0716196298599243,0.8663500547409058,moderate
13,0,46.0,41.0,5.0,52,0.0748948976397514,3.4596524238586426,0.0001134599151555,1.06838858127594,0.8410259485244751,moderate
13,1,46.0,41.0,5.0,53,0.0948002114892005,3.221634864807129,0.0001480541104683,1.0870968103408811,0.8985308408737183,moderate
13,2,46.0,41.0,5.0,54,0.0565164238214492,3.769021034240722,8.148886990966275e-05,1.051584243774414,0.7431929111480713,moderate
13,3,46.0,41.0,5.0,55,0.0765672251582145,3.442108631134033,0.0001154816127382,1.0733126401901243,0.8460276126861572,moderate
14,0,46.0,41.0,5.0,56,0.0708879008889198,3.560180187225342,0.0001030391576932,1.088327407836914,0.8109856247901917,moderate
14,1,46.0,41.0,5.0,57,0.0716057494282722,3.4745423793792725,0.0001099532964872,1.0393840074539185,0.8361072540283203,moderate
14,2,46.0,41.0,5.0,58,0.0531618595123291,3.840048313140869,7.553470641141757e-05,1.03754460811615,0.718537449836731,moderate
14,3,46.0,41.0,5.0,59,0.073153056204319,3.478830099105835,0.0001099355213227,1.0939216613769531,0.8379294276237488,moderate
15,0,44.0,41.0,3.0,60,0.0748647674918174,3.427091360092163,0.0001167105074273,1.0268269777297974,0.8513714671134949,excellent
15,1,46.0,41.0,5.0,61,0.0582055114209651,3.758822202682495,8.270067337434739e-05,1.037985920906067,0.7465848922729492,moderate
15,2,46.0,41.0,5.0,62,0.0768165737390518,3.431399345397949,0.0001170941322925,1.0635380744934082,0.8505796194076538,moderate
15,3,45.0,41.0,4.0,63,0.0593250468373298,3.706695795059204,8.689368405612186e-05,1.0458685159683228,0.7632600665092468,moderate
16,0,46.0,41.0,5.0,64,0.0706897377967834,3.4590439796447754,0.0001112928148359,1.040615439414978,0.8420584201812744,moderate
16,1,46.0,41.0,5.0,65,0.0597146563231945,3.715975522994995,8.616368722869083e-05,1.060114860534668,0.7619499564170837,moderate
16,2,46.0,41.0,5.0,66,0.055356927216053,3.78060531616211,7.97176908235997e-05,1.061823487281799,0.7386319041252136,moderate
16,3,46.0,41.0,5.0,67,0.0434535965323448,3.992656946182251,6.180695345392451e-05,1.0330688953399658,0.6567188501358032,moderate
17,0,46.0,41.0,5.0,68,0.0447903089225292,4.004214286804199,6.221930379979312e-05,1.032522439956665,0.6564555168151855,moderate
17,1,46.0,41.0,5.0,69,0.0747179239988327,3.447136878967285,0.000114465416118,1.0361262559890747,0.8421453833580017,moderate
17,2,46.0,41.0,5.0,70,0.0667401626706123,3.58682632446289,9.836966637521982e-05,1.058442234992981,0.799860417842865,moderate
17,3,182.0,180.0,2.0,71,0.086485855281353,3.3629040718078613,0.0001298823626711,1.0600579977035522,0.8644212484359741,excellent
18,0,185.0,180.0,5.0,72,0.0521000735461711,3.8553779125213623,7.545285188825801e-05,1.001279354095459,0.7168383002281189,moderate
18,1,186.0,180.0,6.0,73,0.0484004952013492,3.9768834114074703,6.658198981313035e-05,1.0619797706604004,0.6815145611763,moderate
18,2,183.0,180.0,3.0,74,0.0866964757442474,3.3781309127807617,0.0001291684166062,1.004271149635315,0.858733057975769,excellent
18,3,183.0,180.0,3.0,75,0.0693787857890129,3.606198310852051,0.0001007841565296,1.0251082181930542,0.791693389415741,excellent
19,0,182.0,180.0,2.0,76,0.0674748197197914,3.639253854751587,9.626343671698125e-05,1.0491868257522583,0.7857699394226074,excellent
19,1,182.0,180.0,2.0,77,0.0840479508042335,3.3834991455078125,0.0001265024475287,1.0585633516311646,0.86007159948349,excellent
19,2,185.0,180.0,5.0,78,0.0526357516646385,3.8687007427215576,7.483656372642145e-05,1.0070974826812744,0.7113291621208191,moderate
19,3,183.0,180.0,3.0,79,0.0907533839344978,3.296297311782837,0.0001403156202286,1.0328997373580933,0.8790146112442017,excellent
20,0,182.0,180.0,2.0,80,0.0861663520336151,3.368072986602783,0.0001290183136006,1.0381834506988523,0.8625564575195312,excellent
20,1,181.0,180.0,1.0,81,0.0797296240925788,3.3559677600860596,0.000127783496282,1.0343667268753052,0.8705370426177979,excellent
20,2,182.0,180.0,2.0,82,0.0851946026086807,3.3563756942749023,0.0001305934711126,1.033763766288757,0.8663574457168579,excellent
20,3,182.0,180.0,2.0,83,0.0890205726027488,3.3485774993896484,0.0001328451908193,1.0592697858810425,0.8670435547828674,excellent
21,0,183.0,180.0,3.0,84,0.0511799976229667,3.954089641571045,6.877042324049398e-05,1.0343730449676514,0.6786497831344604,excellent
21,1,183.0,180.0,3.0,85,0.0868424326181411,3.3444149494171143,0.0001331632665824,1.0429940223693848,0.866926908493042,excellent
21,2,182.0,180.0,2.0,86,0.0468214377760887,4.081082820892334,5.8890203945338726e-05,1.0689188241958618,0.6331727504730225,excellent
21,3,185.0,180.0,5.0,87,0.0559261292219162,3.7547147274017334,8.237100701080635e-05,1.025460958480835,0.7462360858917236,moderate
22,0,183.0,180.0,3.0,88,0.044773805886507,4.12465238571167,5.787749250885099e-05,1.0371973514556885,0.6211457252502441,excellent
22,1,181.0,180.0,1.0,89,0.0591151341795921,3.792451858520508,8.261241600848734e-05,1.0172491073608398,0.742752194404602,excellent
22,2,184.0,180.0,4.0,90,0.0705915614962577,3.5683164596557617,0.0001034771994454,1.0116931200027466,0.80719393491745,moderate
22,3,182.0,180.0,2.0,91,0.0806464925408363,3.4422335624694824,0.0001197057063109,1.0110023021697998,0.8412061929702759,excellent
23,0,182.0,180.0,2.0,92,0.0751885250210762,3.458282709121704,0.0001154721758211,1.0021400451660156,0.8397237062454224,excellent
23,1,183.0,180.0,3.0,93,0.0696756094694137,3.586902618408203,0.0001011012282106,1.020903706550598,0.8009607791900635,excellent
23,2,183.0,180.0,3.0,94,0.0824286863207817,3.4351751804351807,0.0001221155398525,1.0283379554748535,0.842723548412323,excellent
23,3,183.0,180.0,3.0,95,0.0627464801073074,3.749659776687622,8.663172775413841e-05,1.0325976610183716,0.7465106844902039,excellent
24,0,185.0,180.0,5.0,96,0.0519811287522316,3.8123350143432617,7.532090967288241e-05,1.004622459411621,0.717180609703064,moderate
24,1,189.0,180.0,9.0,97,0.053974200040102,3.602046012878418,9.221044456353412e-05,1.002185583114624,0.810810923576355,moderate
24,2,195.0,180.0,15.0,98,0.0406067334115505,4.13427734375,5.537042670766823e-05,1.0803951025009155,0.6115037798881531,bad
24,3,186.0,180.0,6.0,99,0.0436413064599037,4.091198444366455,5.967027027509175e-05,1.0697325468063354,0.6403100490570068,moderate
