batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,error_category
0,0,43.0,41.0,2.0,0,0.0503103844821453,3.849213361740112,7.342171738855541e-05,1.02839457988739,0.7134459018707275,excellent
0,1,44.0,41.0,3.0,1,0.0686022266745567,3.543809175491333,0.0001049209531629,1.020134687423706,0.8194881677627563,excellent
0,2,44.0,41.0,3.0,2,0.0740200877189636,3.457801580429077,0.0001135116908699,1.0773032903671265,0.8447937369346619,excellent
0,3,46.0,41.0,5.0,3,0.0600318163633346,3.7372074127197266,8.598830027040094e-05,1.0503811836242676,0.7531054615974426,moderate
1,0,48.0,41.0,7.0,4,0.0456857718527317,3.9405629634857178,6.564523209817708e-05,1.0103414058685305,0.6732219457626343,moderate
1,1,44.0,41.0,3.0,5,0.0861908644437789,3.2847657203674316,0.0001381384499836,1.0185918807983398,0.8866535425186157,excellent
1,2,45.0,41.0,4.0,6,0.0344384871423244,4.2892656326293945,4.53759785159491e-05,1.0288989543914795,0.5542299151420593,moderate
1,3,44.0,41.0,3.0,7,0.0832970067858696,3.350154161453247,0.0001293623354285,1.037551760673523,0.8706120848655701,excellent
2,0,45.0,41.0,4.0,8,0.0463738739490509,3.993906021118164,6.435416435124353e-05,1.0029891729354858,0.6642044186592102,moderate
2,1,46.0,41.0,5.0,9,0.0764348581433296,3.4588894844055176,0.0001158412924269,1.0564889907836914,0.8398951292037964,moderate
2,2,44.0,41.0,3.0,10,0.0584491454064846,3.732266902923584,8.552123472327366e-05,1.011056423187256,0.7562029957771301,excellent
2,3,46.0,41.0,5.0,11,0.0665584504604339,3.598944902420044,9.893348760670052e-05,1.0553940534591677,0.7988734841346741,moderate
3,0,46.0,41.0,5.0,12,0.0863397568464279,3.2663793563842773,0.000139811381814,1.0210119485855105,0.8884083032608032,moderate
3,1,43.0,41.0,2.0,13,0.0563493818044662,3.732130527496338,8.427383727394044e-05,1.0094001293182373,0.7579814791679382,excellent
3,2,45.0,41.0,4.0,14,0.0494868010282516,3.936022281646729,6.861988367745653e-05,1.0133934020996094,0.6842774152755737,moderate
3,3,46.0,41.0,5.0,15,0.095441348850727,3.200045347213745,0.0001516561605967,1.0869516134262085,0.9025195837020874,moderate
4,0,46.0,41.0,5.0,16,0.0907360538840293,3.2508931159973145,0.0001439794141333,1.0663703680038452,0.891837477684021,moderate
4,1,46.0,41.0,5.0,17,0.0794621482491493,3.436378240585327,0.0001191792252939,1.0655667781829834,0.845185399055481,moderate
4,2,44.0,41.0,3.0,18,0.0787979364395141,3.3875155448913574,0.0001237761462107,1.0200161933898926,0.8614269495010376,excellent
4,3,44.0,41.0,3.0,19,0.0544803887605667,3.81869125366211,7.769829244352877e-05,1.0467522144317627,0.7284104824066162,excellent
5,0,44.0,41.0,3.0,20,0.0543618649244308,3.8248372077941895,7.689278572797775e-05,1.0453753471374512,0.7202078700065613,excellent
5,1,44.0,41.0,3.0,21,0.0657712817192077,3.5849249362945557,9.931131353368984e-05,1.0273611545562744,0.8045901656150818,excellent
5,2,44.0,41.0,3.0,22,0.083229973912239,3.3186845779418945,0.0001316542329732,1.060413837432861,0.8809396028518677,excellent
5,3,43.0,41.0,2.0,23,0.0531056672334671,3.7878432273864746,7.85472002462484e-05,1.0183329582214355,0.7371337413787842,excellent
6,0,44.0,41.0,3.0,24,0.0541404373943805,3.81595516204834,7.764134352328256e-05,1.0278254747390747,0.7282366752624512,excellent
6,1,44.0,41.0,3.0,25,0.061537429690361,3.6810011863708496,9.077551658265293e-05,1.0102189779281616,0.7742952108383179,excellent
6,2,46.0,41.0,5.0,26,0.0830267593264579,3.374488353729248,0.0001266779145225,1.0635778903961182,0.8620853424072266,moderate
6,3,41.0,41.0,0.0,27,0.0387366525828838,4.109961032867432,5.490499097504653e-05,1.007716178894043,0.6157302856445312,excellent
7,0,44.0,41.0,3.0,28,0.0705838873982429,3.497175455093384,0.0001092155798687,1.044923186302185,0.8333868980407715,excellent
7,1,46.0,41.0,5.0,29,0.0846965089440345,3.3082005977630615,0.0001344437914667,1.0246050357818604,0.8784346580505371,moderate
7,2,44.0,41.0,3.0,30,0.0792040526866912,3.3742969036102295,0.0001258878037333,1.0110830068588257,0.8631479144096375,excellent
7,3,44.0,41.0,3.0,31,0.0879738703370094,3.2479357719421387,0.0001425940572516,1.0240392684936523,0.8952134847640991,excellent
8,0,46.0,41.0,5.0,32,0.0722489282488823,3.544710874557495,0.0001061716320691,1.0621229410171509,0.814517617225647,moderate
8,1,44.0,41.0,3.0,33,0.0586735606193542,3.743396759033203,8.50533542688936e-05,1.008203148841858,0.7535523772239685,excellent
8,2,46.0,41.0,5.0,34,0.0511802583932876,3.890346050262451,7.185051072156057e-05,1.03587007522583,0.6977933049201965,moderate
8,3,46.0,41.0,5.0,35,0.0844539627432823,3.3453638553619385,0.0001303562312386,1.067180871963501,0.8703099489212036,moderate
9,0,45.0,41.0,4.0,36,0.0540317371487617,3.8268208503723145,7.709346391493455e-05,1.0181117057800293,0.7227076888084412,moderate
9,1,44.0,41.0,3.0,37,0.044987391680479,4.008164405822754,6.231906445464119e-05,1.0325785875320437,0.657145619392395,excellent
9,2,44.0,41.0,3.0,38,0.0520054511725902,3.8500747680664062,7.399589230772108e-05,1.043637990951538,0.7138134837150574,excellent
9,3,43.0,41.0,2.0,39,0.0580039285123348,3.699791193008423,8.711169357411563e-05,1.004688024520874,0.7686346769332886,excellent
10,0,44.0,41.0,3.0,40,0.084012433886528,3.3013758659362793,0.0001352712424704,1.0185389518737793,0.8827210664749146,excellent
10,1,44.0,41.0,3.0,41,0.0789737403392791,3.4062252044677734,0.0001207035820698,1.07111394405365,0.8582369685173035,excellent
10,2,46.0,41.0,5.0,42,0.0789105594158172,3.4272818565368652,0.0001189180402434,1.0705772638320925,0.8489258289337158,moderate
10,3,44.0,41.0,3.0,43,0.0530199520289897,3.803757667541504,7.724589522695169e-05,1.0274447202682495,0.7301450371742249,excellent
11,0,46.0,41.0,5.0,44,0.0924974605441093,3.225032091140747,0.0001479002239648,1.0436750650405884,0.8959868550300598,moderate
11,1,43.0,41.0,2.0,45,0.055644154548645,3.746690511703491,8.287162199849263e-05,1.0111007690429688,0.7502568960189819,excellent
11,2,45.0,41.0,4.0,46,0.0650808736681938,3.5999069213867188,9.881633013719691e-05,1.0079575777053833,0.8001068234443665,moderate
11,3,44.0,41.0,3.0,47,0.0662805810570716,3.5985536575317383,9.968580707209183e-05,1.0036624670028689,0.8013445138931274,excellent
12,0,44.0,41.0,3.0,48,0.0826961398124694,3.335491180419922,0.0001308353967033,1.0196220874786377,0.8735707998275757,excellent
12,1,46.0,41.0,5.0,49,0.0874914675951004,3.3177366256713867,0.0001349460799247,1.0732401609420776,0.8756517171859741,moderate
12,2,46.0,41.0,5.0,50,0.0811049714684486,3.3921821117401123,0.0001242106518475,1.0440590381622314,0.8574485778808594,moderate
12,3,46.0,41.0,5.0,51,0.0902946591377258,3.2684497833251953,0.000141715951031,1.0763323307037354,0.8872884511947632,moderate
13,0,45.0,41.0,4.0,52,0.0783731639385223,3.392219066619873,0.0001232582435477,1.013810157775879,0.8594838380813599,moderate
13,1,46.0,41.0,5.0,53,0.0955594182014465,3.197343349456787,0.0001521403319202,1.0901399850845337,0.9030895233154296,moderate
13,2,44.0,41.0,3.0,54,0.0582336857914924,3.73015809059143,8.563666779082268e-05,1.0124551057815552,0.756656289100647,excellent
13,3,46.0,41.0,5.0,55,0.084792636334896,3.3616576194763184,0.0001281595468753,1.091029167175293,0.8655881881713867,moderate
14,0,46.0,41.0,5.0,56,0.0758104994893074,3.5084476470947266,0.0001102056776289,1.091274380683899,0.8256843090057373,moderate
14,1,46.0,41.0,5.0,57,0.0805166289210319,3.3701319694519043,0.0001259572891285,1.0402034521102903,0.8633053302764893,moderate
14,2,46.0,41.0,5.0,58,0.0570758208632469,3.787827968597412,8.090722258202732e-05,1.0626102685928345,0.7366464734077454,moderate
14,3,44.0,41.0,3.0,59,0.079978309571743,3.3811020851135254,0.0001246898900717,1.0306177139282229,0.8606051206588745,excellent
15,0,44.0,41.0,3.0,60,0.0792595744132995,3.369163274765014,0.0001256672112504,1.0143474340438845,0.8655184507369995,excellent
15,1,46.0,41.0,5.0,61,0.0631869062781333,3.697939157485962,8.997583063319325e-05,1.07084059715271,0.7664890885353088,moderate
15,2,44.0,41.0,3.0,62,0.0776627138257026,3.3853235244750977,0.000123484438518,1.0124660730361938,0.8628971576690674,excellent
15,3,44.0,41.0,3.0,63,0.0571551397442817,3.724556207656861,8.43004381749779e-05,1.0341863632202148,0.7587783336639404,excellent
16,0,46.0,41.0,5.0,64,0.0842993929982185,3.31451416015625,0.000133779758471,1.032259821891785,0.876454770565033,moderate
16,1,44.0,41.0,3.0,65,0.0607451498508453,3.678521871566773,9.049013897310942e-05,1.009965181350708,0.7753365635871887,excellent
16,2,46.0,41.0,5.0,66,0.0638803616166114,3.6777024269104,9.174427395919338e-05,1.0682591199874878,0.7731561064720154,moderate
16,3,44.0,41.0,3.0,67,0.0467502549290657,3.950076103210449,6.607949762837961e-05,1.0301268100738523,0.6770766377449036,excellent
17,0,45.0,41.0,4.0,68,0.047551829367876,3.963249444961548,6.64099061395973e-05,1.002277135848999,0.674724817276001,moderate
17,1,46.0,41.0,5.0,69,0.0842093229293823,3.36676025390625,0.0001274622336495,1.0755548477172852,0.8639487028121948,moderate
17,2,46.0,41.0,5.0,70,0.0733292400836944,3.5054373741149902,0.0001094566323445,1.0496810674667358,0.825539231300354,moderate
17,3,179.0,180.0,1.0,71,0.0770494043827056,3.3687777519226074,0.0001269265485461,1.0478094816207886,0.8650556802749634,excellent
18,0,181.0,180.0,1.0,72,0.0611096024513244,3.716444730758667,8.858375804265961e-05,1.0211398601531982,0.7619261145591736,excellent
18,1,182.0,180.0,2.0,73,0.0522854551672935,3.950151920318603,6.78902943036519e-05,1.0639530420303345,0.6777291297912598,excellent
18,2,182.0,180.0,2.0,74,0.0799046456813812,3.347482681274414,0.0001292184751946,1.031991481781006,0.870316743850708,excellent
18,3,181.0,180.0,1.0,75,0.068988025188446,3.5514841079711914,0.000105540289951,1.046584963798523,0.8145158290863037,excellent
19,0,181.0,180.0,1.0,76,0.0567705370485782,3.758067131042481,8.481931581627578e-05,1.01508367061615,0.7508965730667114,excellent
19,1,179.0,180.0,1.0,77,0.075168065726757,3.366213798522949,0.0001266501494683,1.0010597705841064,0.8626248836517334,excellent
19,2,181.0,180.0,1.0,78,0.0552466101944446,3.799981117248535,7.988171273609623e-05,1.0163438320159912,0.7321019172668457,excellent
19,3,182.0,180.0,2.0,79,0.0859858095645904,3.305997133255005,0.0001359639281872,1.001387119293213,0.8792892098426819,excellent
20,0,181.0,180.0,1.0,80,0.0751846581697464,3.370206117630005,0.0001259059936273,1.0163156986236572,0.8662177324295044,excellent
20,1,179.0,180.0,1.0,81,0.0821188762784004,3.2933568954467773,0.0001361924660159,1.0536003112792969,0.8819044232368469,excellent
20,2,181.0,180.0,1.0,82,0.0782217234373092,3.349729299545288,0.0001289204956265,1.0367653369903564,0.8719606399536133,excellent
20,3,179.0,180.0,1.0,83,0.0772234424948692,3.332697868347168,0.0001309690123889,1.0220476388931274,0.8723500967025757,excellent
21,0,179.0,180.0,1.0,84,0.0550878010690212,3.878531694412231,7.443326467182487e-05,1.0187506675720217,0.7003179788589478,excellent
21,1,181.0,180.0,1.0,85,0.0819373726844787,3.3198471069335938,0.0001329287624685,1.0646172761917114,0.8793356418609619,excellent
21,2,177.0,180.0,3.0,86,0.0488049983978271,4.008950233459473,6.327965093078092e-05,1.0336276292800903,0.6444600224494934,excellent
21,3,182.0,180.0,2.0,87,0.0686252042651176,3.625683307647705,9.78436873992905e-05,1.007951736450195,0.7874538898468018,excellent
22,0,181.0,180.0,1.0,88,0.0437497571110725,4.144219875335693,5.5068867368390784e-05,1.0423957109451294,0.6110666394233704,excellent
22,1,179.0,180.0,1.0,89,0.0224010124802589,4.477429389953613,2.9530710889957845e-05,1.0221753120422363,0.3868622183799743,excellent
22,2,177.0,180.0,3.0,90,0.082807645201683,3.349236488342285,0.0001308230130234,1.031949162483215,0.8596652746200562,excellent
22,3,179.0,180.0,1.0,91,0.0729252994060516,3.4251279830932617,0.0001191668125102,1.0173228979110718,0.848008930683136,excellent
23,0,179.0,180.0,1.0,92,0.0789856314659118,3.3653981685638428,0.0001283066085306,1.0081833600997925,0.8657755851745605,excellent
