batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,error_category
0,0,38.0,41.0,3.0,0,0.0473213493824005,3.911276817321778,6.79965378367342e-05,1.023637771606445,0.690473198890686,excellent
0,1,41.0,41.0,0.0,1,0.0575316175818443,3.621658325195313,9.348901949124412e-05,1.0105130672454834,0.7993908524513245,excellent
0,2,41.0,41.0,0.0,2,0.0629290491342544,3.581043243408203,9.84396319836378e-05,1.0209975242614746,0.8085790872573853,excellent
0,3,44.0,41.0,3.0,3,0.0549134463071823,3.7901687622070312,7.995571650099009e-05,1.0247502326965332,0.7380969524383545,excellent
1,0,45.0,41.0,4.0,4,0.046401210129261,3.893454551696778,6.819114059908316e-05,1.015397548675537,0.692284345626831,moderate
1,1,41.0,41.0,0.0,5,0.0691333338618278,3.4117982387542725,0.0001164036439149,1.0015146732330322,0.8641034364700317,excellent
1,2,46.0,41.0,5.0,6,0.0266273524612188,4.544589996337891,3.3429456379963085e-05,1.0036396980285645,0.4610882997512817,moderate
1,3,41.0,41.0,0.0,7,0.0674593746662139,3.458982467651367,0.0001116284256568,1.010063648223877,0.8485677242279053,excellent
2,0,42.0,41.0,1.0,8,0.0415099263191223,4.059736251831055,5.8898422139463946e-05,1.0119091272354126,0.6405156850814819,excellent
2,1,44.0,41.0,3.0,9,0.0677523836493492,3.5399720668792725,0.0001040037823258,1.0172450542449951,0.820891261100769,excellent
2,2,43.0,41.0,2.0,10,0.0537299662828445,3.7795233726501465,7.974509207997471e-05,1.0068364143371582,0.7406253218650818,excellent
2,3,41.0,41.0,0.0,11,0.0551029108464717,3.714528799057007,8.502825949108228e-05,1.0045287609100342,0.7605136632919312,excellent
3,0,43.0,41.0,2.0,12,0.0734480917453765,3.379373788833618,0.0001211758790304,1.0003044605255127,0.8693785667419434,excellent
3,1,38.0,41.0,3.0,13,0.0497593581676483,3.829313278198242,7.433075370499864e-05,1.0097800493240356,0.7180718183517456,excellent
