batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration,error_category
0,0,39.0,41.0,2.0,0,0.0477737635374069,3.867133140563965,7.148901931941509e-05,1.000111103057861,0.7092105150222778,excellent
0,1,43.0,41.0,2.0,1,0.0623709559440612,3.6000757217407227,9.670391591498628e-05,1.006646990776062,0.804180383682251,excellent
0,2,41.0,41.0,0.0,2,0.064404621720314,3.5131707191467285,0.000104760940303,1.0093436241149902,0.8322705030441284,excellent
0,3,44.0,41.0,3.0,3,0.0568293891847133,3.769954681396485,8.200594311347231e-05,1.0441458225250244,0.745851993560791,excellent
1,0,45.0,41.0,4.0,4,0.0483549535274505,3.861577033996582,7.102531526470557e-05,1.0226798057556152,0.7050358057022095,moderate
1,1,43.0,41.0,2.0,5,0.0771780610084533,3.376296043395996,0.0001224133156938,1.014407992362976,0.8703622817993164,excellent
1,2,43.0,41.0,2.0,6,0.0324868224561214,4.297791481018066,4.3709333112929016e-05,1.0023038387298584,0.5403562784194946,excellent
1,3,44.0,41.0,3.0,7,0.0782400742173194,3.4236085414886475,0.0001179920509457,1.1060292720794678,0.8541572093963623,excellent
2,0,42.0,41.0,1.0,8,0.0425451509654521,4.016294956207275,6.149944965727627e-05,1.0034488439559937,0.655704915523529,excellent
2,1,44.0,41.0,3.0,9,0.0695111081004142,3.5255517959594727,0.0001059525966411,1.0375728607177734,0.8258878588676453,excellent
2,2,44.0,41.0,3.0,10,0.0569414049386978,3.75544548034668,8.249588427133858e-05,1.0490151643753052,0.7491101026535034,excellent
2,3,43.0,41.0,2.0,11,0.0570694617927074,3.6834654808044434,8.816767513053492e-05,1.0137920379638672,0.7744308114051819,excellent
3,0,44.0,41.0,3.0,12,0.080879658460617,3.3417282104492188,0.0001268611231353,1.0660556554794312,0.8768041133880615,excellent
3,1,43.0,41.0,2.0,13,0.0537597835063934,3.7515408992767334,8.160858851624653e-05,1.011357307434082,0.7487043142318726,excellent
3,2,44.0,41.0,3.0,14,0.048303835093975,3.952578544616699,6.672018935205415e-05,1.0325803756713867,0.6789928078651428,excellent
3,3,44.0,41.0,3.0,15,0.0879368036985397,3.278482437133789,0.0001378217566525,1.0664968490600586,0.8897405862808228,excellent
4,0,44.0,41.0,3.0,16,0.084456019103527,3.3194823265075684,0.0001322432653978,1.053971767425537,0.8796311616897583,excellent
4,1,44.0,41.0,3.0,17,0.071905143558979,3.4978275299072266,0.0001094836843549,1.0633009672164917,0.8335622549057007,excellent
4,2,43.0,41.0,2.0,18,0.0728765502572059,3.4536566734313965,0.0001134472768171,1.022964358329773,0.8476639986038208,excellent
4,3,42.0,41.0,1.0,19,0.0485891364514827,3.854727268218994,7.325453771045431e-05,1.0053865909576416,0.7154948711395264,excellent
5,0,44.0,41.0,3.0,20,0.0527339912950992,3.823225975036621,7.616235961904749e-05,1.0153915882110596,0.7213049530982971,excellent
