batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration
0,0,2.0,41.0,39.0,0,0.06741044670343399,3.891693115234375,8.629821240901947e-05,1.009266972541809,0.637913703918457
0,1,15.0,41.0,26.0,1,0.05241120979189873,3.5621790885925293,8.914103818824515e-05,1.0041065216064453,0.7866451740264893
0,2,10.0,41.0,31.0,2,0.05326145887374878,3.4721031188964844,9.655374014982954e-05,1.014853835105896,0.8427801132202148
0,3,5.0,41.0,36.0,3,0.04708535596728325,3.948493003845215,7.123235991457477e-05,1.0425571203231812,0.6189632415771484
1,0,2.0,41.0,39.0,4,0.04459056630730629,3.9931788444519043,6.612747529288754e-05,1.0423345565795898,0.5113528966903687
1,1,2.0,41.0,39.0,5,0.1104813888669014,2.962456703186035,0.00018655972962733358,1.025333046913147,0.8511627912521362
1,2,1.0,41.0,40.0,6,0.011418251320719719,5.467885971069336,6.642628704867093e-06,1.0714830160140991,0.19437262415885925
1,3,5.0,41.0,36.0,7,0.0760054811835289,3.2133612632751465,0.00013165106065571308,1.0134748220443726,0.8376818895339966
2,0,7.0,41.0,34.0,8,0.03883716091513634,4.382101058959961,4.828693636227399e-05,1.0013121366500854,0.5427075028419495
2,1,5.0,41.0,36.0,9,0.05918630212545395,3.4198379516601562,0.00010502675286261365,1.0294417142868042,0.7563005685806274
2,2,11.0,41.0,30.0,10,0.04325368255376816,3.7598729133605957,7.47654921724461e-05,1.0151844024658203,0.7347863912582397
2,3,8.0,41.0,33.0,11,0.04710523784160614,3.6272740364074707,8.432508184341714e-05,1.0213513374328613,0.7449126839637756
3,0,11.0,41.0,30.0,12,0.059878040105104446,3.376920223236084,0.00010636775550665334,1.0327706336975098,0.8702001571655273
3,1,2.0,41.0,39.0,13,0.07224917411804199,3.6820383071899414,0.00010113418829860166,1.050843358039856,0.6686098575592041
3,2,11.0,41.0,30.0,14,0.03733168542385101,4.084611415863037,5.8443594753043726e-05,1.020166039466858,0.6340593099594116
3,3,13.0,41.0,28.0,15,0.060504283756017685,3.372735023498535,0.00010675538942450657,1.0414509773254395,0.8633540868759155
4,0,16.0,41.0,25.0,16,0.06821854412555695,3.3887853622436523,0.00011083832941949368,1.0506402254104614,0.8589509129524231
4,1,5.0,41.0,36.0,17,0.05799153447151184,3.4301598072052,0.00010368324001319706,1.0482535362243652,0.751934289932251
4,2,3.0,41.0,38.0,18,0.0753222405910492,3.2808279991149902,0.00012546137440949678,1.0273609161376953,0.7605186700820923
4,3,15.0,41.0,26.0,19,0.04051917791366577,3.8756279945373535,6.47024207864888e-05,1.0609108209609985,0.653714656829834
5,0,11.0,41.0,30.0,20,0.0332096591591835,4.3273725509643555,4.6398898120969534e-05,1.032990574836731,0.5615972280502319
5,1,11.0,41.0,30.0,21,0.05038735643029213,3.5193207263946533,9.17951256269589e-05,1.001068115234375,0.8201267719268799
5,2,10.0,41.0,31.0,22,0.05446755886077881,3.4387006759643555,9.926532948156819e-05,1.0127941370010376,0.8425220251083374
5,3,2.0,41.0,39.0,23,0.08344754576683044,3.5993309020996094,0.00011746746167773381,1.0087502002716064,0.7136378288269043
6,0,11.0,41.0,30.0,24,0.04035506397485733,3.9790985584259033,6.307694275164977e-05,1.023983359336853,0.6683460474014282
6,1,11.0,41.0,30.0,25,0.04761725291609764,3.663156032562256,8.044754213187844e-05,1.0080749988555908,0.763799786567688
6,2,8.0,41.0,33.0,26,0.05496165156364441,3.419347047805786,0.00010139556252397597,1.0210411548614502,0.8188071250915527
6,3,3.0,41.0,38.0,27,0.04538774862885475,4.407740592956543,4.820502726943232e-05,1.0549705028533936,0.49471405148506165
7,0,2.0,41.0,39.0,28,0.07794751971960068,3.2745561599731445,0.0001288077182834968,1.0032036304473877,0.7382200956344604
7,1,9.0,41.0,32.0,29,0.04242608696222305,3.832613945007324,7.016778545221314e-05,1.0259590148925781,0.6879549622535706
7,2,2.0,41.0,39.0,30,0.10660556703805923,3.205869197845459,0.00016514930757693946,1.0579789876937866,0.8098458051681519
7,3,15.0,41.0,26.0,31,0.0708136335015297,3.3376107215881348,0.00011563436419237405,1.0337954759597778,0.8758974671363831
8,0,15.0,41.0,26.0,32,0.04435942322015762,3.692687511444092,7.62522904551588e-05,1.014892339706421,0.7299180030822754
8,1,8.0,41.0,33.0,33,0.04558476805686951,3.7100205421447754,7.966203702380881e-05,1.0128587484359741,0.7210054993629456
8,2,8.0,41.0,33.0,34,0.04556436836719513,3.8940234184265137,7.292346708709374e-05,1.00093674659729,0.6856147050857544
8,3,11.0,41.0,30.0,35,0.05544383451342583,3.440830707550049,9.961653267964721e-05,1.0179177522659302,0.8462225794792175
9,0,11.0,41.0,30.0,36,0.04073347896337509,3.8510184288024902,6.792848580516875e-05,1.0165903568267822,0.6928755044937134
9,1,2.0,41.0,39.0,37,0.046269144862890244,4.204457759857178,5.911333573749289e-05,1.0110164880752563,0.5145561695098877
9,2,11.0,41.0,30.0,38,0.03921113535761833,3.859743595123291,6.744677375536412e-05,1.0131276845932007,0.6903326511383057
9,3,8.0,41.0,33.0,39,0.05142032727599144,3.5380783081054688,9.264153050025925e-05,1.0083973407745361,0.7842546701431274
10,0,10.0,41.0,31.0,40,0.05751476809382439,3.381143093109131,0.00010545788973104209,1.023675799369812,0.8748602867126465
10,1,15.0,41.0,26.0,41,0.058806855231523514,3.474905014038086,9.77490926743485e-05,1.0369584560394287,0.8209338188171387
10,2,8.0,41.0,33.0,42,0.052823156118392944,3.488598346710205,9.599678742233664e-05,1.0417108535766602,0.8013747930526733
10,3,8.0,41.0,33.0,43,0.04941008239984512,3.6244702339172363,8.665532368468121e-05,1.0054006576538086,0.7554835677146912
11,0,15.0,41.0,26.0,44,0.05737164244055748,3.489004611968994,9.670306462794542e-05,1.0008474588394165,0.8174728155136108
11,1,1.0,41.0,40.0,45,0.05890977010130882,4.080756664276123,6.320048123598099e-05,1.07523775100708,0.6029590964317322
11,2,11.0,41.0,30.0,46,0.050626203417778015,3.576420307159424,8.678048470756039e-05,1.0191822052001953,0.7892196178436279
11,3,8.0,41.0,33.0,47,0.047531213611364365,3.6095950603485107,8.573892409913242e-05,1.0294249057769775,0.751838207244873
12,0,5.0,41.0,36.0,48,0.06542804092168808,3.303463935852051,0.00011859584628837183,1.0179564952850342,0.8104597330093384
12,1,2.0,41.0,39.0,49,0.12410473078489304,2.8408713340759277,0.0002143047604477033,1.0281882286071777,0.8840508460998535
12,2,3.0,41.0,38.0,50,0.06972533464431763,3.3491344451904297,0.00011718922178260982,1.0347670316696167,0.7369087934494019
12,3,9.0,41.0,32.0,51,0.05702974274754524,3.3495025634765625,0.00010833157284650952,1.002709984779358,0.8740594387054443
13,0,2.0,41.0,39.0,52,0.06809508055448532,3.4040660858154297,0.0001125428534578532,1.0404889583587646,0.6878942251205444
13,1,14.0,41.0,27.0,53,0.060266584157943726,3.453479766845703,0.00010070310236187652,1.0069549083709717,0.835607647895813
13,2,11.0,41.0,30.0,54,0.042749304324388504,3.773197889328003,7.324398757191375e-05,1.010764241218567,0.7244958877563477
13,3,5.0,41.0,36.0,55,0.05843720957636833,3.3622965812683105,0.00010828860104084015,1.0396586656570435,0.769587516784668
14,0,11.0,41.0,30.0,56,0.04604538157582283,3.613755226135254,8.395013719564304e-05,1.0145319700241089,0.7866281867027283
14,1,3.0,41.0,38.0,57,0.07421718537807465,3.269275665283203,0.00012531399261206388,1.0122807025909424,0.7611689567565918
14,2,11.0,41.0,30.0,58,0.03574249520897865,4.05545711517334,5.874300768482499e-05,1.000727891921997,0.6381414532661438
14,3,8.0,41.0,33.0,59,0.05651703476905823,3.3903470039367676,0.00010475382441654801,1.010552167892456,0.8371471166610718
15,0,5.0,41.0,36.0,60,0.05851023644208908,3.372185707092285,0.00010881855996558443,1.0194393396377563,0.7762628793716431
15,1,11.0,41.0,30.0,61,0.04263525828719139,3.7709662914276123,7.419675966957584e-05,1.006872534751892,0.7317513227462769
15,2,15.0,41.0,26.0,62,0.05684424936771393,3.4904990196228027,9.566317748976871e-05,1.033402919769287,0.8141428232192993
15,3,11.0,41.0,30.0,63,0.044483743607997894,3.77101993560791,7.633813220309094e-05,1.0355972051620483,0.7449870705604553
16,0,3.0,41.0,38.0,64,0.08275940269231796,3.1945607662200928,0.00013725772441830486,1.0520819425582886,0.7935019135475159
16,1,8.0,41.0,33.0,65,0.04602506384253502,3.7269043922424316,8.07492106105201e-05,1.0172779560089111,0.7319377660751343
16,2,3.0,41.0,38.0,66,0.0638984739780426,3.5960404872894287,9.872237569652498e-05,1.025285243988037,0.6746108531951904
16,3,1.0,41.0,40.0,67,0.03799955174326897,4.458028316497803,3.874261528835632e-05,1.1064529418945312,0.4773072302341461
17,0,8.0,41.0,33.0,68,0.04598123952746391,3.9986727237701416,6.881389708723873e-05,1.0214262008666992,0.6663813591003418
17,1,3.0,41.0,38.0,69,0.0746636837720871,3.325767755508423,0.00012090507516404614,1.0537583827972412,0.7449095845222473
17,2,16.0,41.0,25.0,70,0.053080350160598755,3.578700065612793,8.730089757591486e-05,1.0296125411987305,0.7785115838050842
17,3,94.0,180.0,86.0,71,0.047666314989328384,4.56285285949707,4.486930993152782e-05,1.1014947891235352,0.528856635093689
18,0,179.0,180.0,1.0,72,0.040024533867836,4.290145397186279,4.89057092636358e-05,1.0171793699264526,0.5768030881881714
18,1,186.0,180.0,6.0,73,0.04446084797382355,4.093991279602051,5.958818655926734e-05,1.0825778245925903,0.6432806253433228
18,2,182.0,180.0,2.0,74,0.06986191868782043,3.609961748123169,0.00010040528286481276,1.0449509620666504,0.7961633205413818
18,3,182.0,180.0,2.0,75,0.06305079162120819,3.717332124710083,8.973723743110895e-05,1.0457369089126587,0.7674080729484558
19,0,182.0,180.0,2.0,76,0.057894267141819,3.775883197784424,8.535155939171091e-05,1.0189664363861084,0.7454579472541809
19,1,182.0,180.0,2.0,77,0.06941661983728409,3.6066079139709473,0.00010152062168344855,1.0592719316482544,0.8024525046348572
19,2,183.0,180.0,3.0,78,0.05414789915084839,3.899954080581665,7.375251152552664e-05,1.024056315422058,0.7012733817100525
19,3,181.0,180.0,1.0,79,0.07700356841087341,3.3498222827911377,0.0001289059000555426,1.017765998840332,0.8724111914634705
20,0,182.0,180.0,2.0,80,0.07182380557060242,3.47792387008667,0.00011335749150021002,1.012032151222229,0.8345073461532593
20,1,135.0,180.0,45.0,81,0.03034742921590805,4.504580974578857,3.5130968171870336e-05,1.0195060968399048,0.4813159704208374
20,2,177.0,180.0,3.0,82,0.07740049809217453,3.499401092529297,0.00011403737153159454,1.0468999147415161,0.8256252408027649
20,3,179.0,180.0,1.0,83,0.033987607806921005,4.599062919616699,3.361015842529014e-05,1.1021907329559326,0.4765207767486572
21,0,183.0,180.0,3.0,84,0.04803180694580078,4.051576614379883,6.299633969319984e-05,1.0332316160202026,0.6519005298614502
21,1,182.0,180.0,2.0,85,0.08309705555438995,3.42971134185791,0.00012160787446191534,1.0765645503997803,0.8500093221664429
21,2,182.0,180.0,2.0,86,0.04444551095366478,4.093240737915039,5.825897824252024e-05,1.040856122970581,0.6335499286651611
21,3,183.0,180.0,3.0,87,0.045274823904037476,4.084860801696777,6.035750993760303e-05,1.018581509590149,0.6372957825660706
22,0,180.0,180.0,0.0,88,0.03982358053326607,4.267446994781494,4.8744434025138617e-05,1.065892219543457,0.5711888074874878
22,1,179.0,180.0,1.0,89,0.028808273375034332,4.538283348083496,3.194003875250928e-05,1.0218669176101685,0.4497223198413849
22,2,182.0,180.0,2.0,90,0.06968145072460175,3.6177892684936523,0.00010003545321524143,1.0435993671417236,0.798325777053833
22,3,183.0,180.0,3.0,91,0.07612930238246918,3.569096088409424,0.00010679099796107039,1.0097250938415527,0.8059971332550049
23,0,177.0,180.0,3.0,92,0.07935528457164764,3.4793543815612793,0.00011590854410314932,1.021340250968933,0.8319066762924194
23,1,183.0,180.0,3.0,93,0.06599846482276917,3.7835800647735596,9.028839122038335e-05,1.0219478607177734,0.7572235465049744
23,2,181.0,180.0,1.0,94,0.07016826421022415,3.4942266941070557,0.0001107382558984682,1.0365800857543945,0.8329971432685852
23,3,180.0,180.0,0.0,95,0.05342946946620941,3.8757266998291016,7.399568130495027e-05,1.0384931564331055,0.7085906267166138
24,0,183.0,180.0,3.0,96,0.04966516047716141,3.945378303527832,6.979387399042025e-05,1.013861060142517,0.6860076785087585
24,1,182.0,180.0,2.0,97,0.08111288398504257,3.448662757873535,0.000120152450108435,1.061508059501648,0.8455202579498291
24,2,94.0,180.0,86.0,98,0.01178927905857563,5.450564384460449,6.8883327912772074e-06,1.1131515502929688,0.1425044983625412
24,3,185.0,180.0,5.0,99,0.042232390493154526,4.215126991271973,5.517125828191638e-05,1.0263128280639648,0.6159089207649231
25,0,180.0,180.0,0.0,100,0.04423261433839798,4.065332412719727,6.003115777275525e-05,1.026434302330017,0.6418205499649048
25,1,187.0,180.0,7.0,101,0.029201483353972435,4.576026916503906,3.5807395761366934e-05,1.0089789628982544,0.49494922161102295
25,2,183.0,180.0,3.0,102,0.034498248249292374,4.441011428833008,4.1410079575143754e-05,1.022876501083374,0.5203421115875244
25,3,182.0,180.0,2.0,103,0.06309325993061066,3.6728084087371826,9.381907875649631e-05,1.0346726179122925,0.7828335762023926
26,0,176.0,180.0,4.0,104,0.027831226587295532,4.5643463134765625,3.3794945920817554e-05,1.004591941833496,0.45973527431488037
26,1,183.0,180.0,3.0,105,0.03973645344376564,4.430308818817139,4.520165748544969e-05,1.0475163459777832,0.5539155006408691
26,2,180.0,180.0,0.0,106,0.07151834666728973,3.4761743545532227,0.00011688125232467428,1.0205788612365723,0.8411890864372253
26,3,182.0,180.0,2.0,107,0.05704135075211525,3.8067502975463867,8.132282528094947e-05,1.026308298110962,0.7356839776039124
27,0,177.0,180.0,3.0,108,0.05748891830444336,4.034114837646484,7.087764970492572e-05,1.0655826330184937,0.676268458366394
27,1,182.0,180.0,2.0,109,0.07392705976963043,3.5669238567352295,0.00010499688505660743,1.0471926927566528,0.8066344261169434
27,2,182.0,180.0,2.0,110,0.05010446533560753,4.018123626708984,6.405902240658179e-05,1.0579677820205688,0.6533372402191162
27,3,180.0,180.0,0.0,111,0.057359859347343445,3.7640342712402344,8.545173477614298e-05,1.007447600364685,0.7544585466384888
28,0,183.0,180.0,3.0,112,0.044833917170763016,4.109097480773926,5.938295726082288e-05,1.0231047868728638,0.6306326985359192
28,1,179.0,180.0,1.0,113,0.040462613105773926,4.27148962020874,4.879709376837127e-05,1.0537807941436768,0.5764517784118652
28,2,180.0,180.0,0.0,114,0.058457132428884506,3.6742825508117676,9.083028271561489e-05,1.0071730613708496,0.7770591378211975
28,3,182.0,180.0,2.0,115,0.0576455183327198,3.900905132293701,7.357907452387735e-05,1.06000816822052,0.7013463973999023
29,0,179.0,180.0,1.0,116,0.03770936280488968,4.394339561462402,4.529264697339386e-05,1.000375747680664,0.560375452041626
29,1,182.0,180.0,2.0,117,0.055071935057640076,3.9452998638153076,7.036040187813342e-05,1.0553593635559082,0.686141312122345
29,2,180.0,180.0,0.0,118,0.0590105876326561,3.7233405113220215,8.730741683393717e-05,1.0261504650115967,0.7623481750488281
29,3,183.0,180.0,3.0,119,0.06753089278936386,3.671539783477783,9.525602945359424e-05,1.0586128234863281,0.7749723196029663
30,0,181.0,180.0,1.0,120,0.06452375650405884,3.6295104026794434,9.79028336587362e-05,1.037477731704712,0.7927669882774353
30,1,178.0,180.0,2.0,121,0.05063837021589279,3.8968520164489746,7.297594129340723e-05,1.0016348361968994,0.6937040090560913
30,2,182.0,180.0,2.0,122,0.07182641327381134,3.5320961475372314,0.00010790196392918006,1.019181728363037,0.8189632892608643
30,3,185.0,180.0,5.0,123,0.05045965313911438,3.938930034637451,7.140103843994439e-05,1.002265214920044,0.696283221244812
31,0,182.0,180.0,2.0,124,0.06557061523199081,3.687276840209961,9.14248957997188e-05,1.049691915512085,0.7710253000259399
31,1,182.0,180.0,2.0,125,0.05552618205547333,3.789123058319092,8.120692655211315e-05,1.0027037858963013,0.7355610132217407
31,2,183.0,180.0,3.0,126,0.03063054010272026,4.572701454162598,3.6738550988957286e-05,1.0399445295333862,0.4845581650733948
31,3,180.0,180.0,0.0,127,0.04169652611017227,4.228058815002441,5.2971816330682486e-05,1.0235071182250977,0.6032894849777222
32,0,185.0,180.0,5.0,128,0.0382671132683754,4.294485092163086,5.035948925069533e-05,1.0016382932662964,0.5908198356628418
32,1,182.0,180.0,2.0,129,0.03709777817130089,4.430264949798584,4.3633343011606485e-05,1.004852294921875,0.5480241179466248
32,2,183.0,180.0,3.0,130,0.04723960533738136,4.1315460205078125,5.7964512961916625e-05,1.0579179525375366,0.6275252103805542
32,3,185.0,180.0,5.0,131,0.058718491345644,3.8161840438842773,8.227655780501664e-05,1.021079659461975,0.738031268119812
33,0,183.0,180.0,3.0,132,0.049618225544691086,3.979842185974121,6.563598435604945e-05,1.0640950202941895,0.6689580678939819
33,1,180.0,180.0,0.0,133,0.04278971627354622,4.189568042755127,5.451101606013253e-05,1.0236724615097046,0.6083096265792847
33,2,183.0,180.0,3.0,134,0.06033405661582947,3.6936123371124268,8.925250585889444e-05,1.0042232275009155,0.7722311019897461
33,3,183.0,180.0,3.0,135,0.061967816203832626,3.827510356903076,8.269141108030453e-05,1.0177960395812988,0.7347074747085571
34,0,197.0,195.0,2.0,136,0.06150055676698685,3.8972079753875732,7.838937744963914e-05,1.1022526025772095,0.7168537378311157
34,1,81.0,195.0,114.0,137,0.011936208233237267,5.437641143798828,7.688350706303027e-06,1.0269447565078735,0.20992398262023926
34,2,197.0,195.0,2.0,138,0.05169173702597618,4.12409782409668,6.150557601358742e-05,1.1390342712402344,0.6495219469070435
34,3,190.0,195.0,5.0,139,0.02402709797024727,4.920372486114502,2.122397199855186e-05,1.085974097251892,0.3614896535873413
35,0,318.0,195.0,123.0,140,0.02740241214632988,4.7740254402160645,3.032912172784563e-05,1.0526353120803833,0.44085171818733215
35,1,320.0,195.0,125.0,141,0.055492814630270004,3.9396393299102783,7.496751641156152e-05,1.0354450941085815,0.7112079858779907
35,2,194.0,195.0,1.0,142,0.04874265566468239,4.04362154006958,6.569862307514995e-05,1.0317202806472778,0.6708625555038452
35,3,194.0,195.0,1.0,143,0.04083375260233879,4.2276506423950195,5.340578718460165e-05,1.084705114364624,0.6143928170204163
36,0,90.0,195.0,105.0,144,0.023890556767582893,5.003908157348633,2.173804386984557e-05,1.0299861431121826,0.3817291259765625
36,1,197.0,195.0,2.0,145,0.06542453169822693,3.8097996711730957,8.438734948867932e-05,1.0958211421966553,0.7403686046600342
36,2,321.0,195.0,126.0,146,0.02399039827287197,4.879022598266602,2.3542070266557857e-05,1.008514404296875,0.3934129774570465
36,3,94.0,195.0,101.0,147,0.0244740042835474,5.156545639038086,1.7427104467060417e-05,1.0962568521499634,0.35191571712493896
37,0,196.0,195.0,1.0,148,0.05106624588370323,4.024377822875977,6.767544255126268e-05,1.0765029191970825,0.6780728101730347
37,1,196.0,195.0,1.0,149,0.062102727591991425,3.7505698204040527,8.621865708846599e-05,1.0113204717636108,0.7526190876960754
37,2,197.0,195.0,2.0,150,0.06841205805540085,3.707822322845459,8.985732711153105e-05,1.073027491569519,0.7619776725769043
37,3,196.0,195.0,1.0,151,0.051946476101875305,3.9315061569213867,7.290303619811311e-05,1.0151299238204956,0.7042075991630554
38,0,190.0,195.0,5.0,152,0.034929707646369934,4.493433952331543,4.1930590668926015e-05,1.0295082330703735,0.5372334718704224
38,1,190.0,195.0,5.0,153,0.04459228366613388,3.981252431869507,6.63110040477477e-05,1.0014328956604004,0.6913215517997742
38,2,194.0,195.0,1.0,154,0.03647732362151146,4.412295341491699,4.607672963174991e-05,1.0365185737609863,0.5707021355628967
38,3,196.0,195.0,1.0,155,0.0726761668920517,3.544949531555176,0.00010619249223964289,1.0407665967941284,0.8139050006866455
39,0,194.0,195.0,1.0,156,0.04964827373623848,3.9967479705810547,6.871820369269699e-05,1.0178298950195312,0.6917206048965454
39,1,196.0,195.0,1.0,157,0.0910131186246872,3.3955814838409424,0.0001296224509133026,1.0496994256973267,0.8501386046409607
39,2,194.0,195.0,1.0,158,0.04886462539434433,3.9761319160461426,6.955162098165601e-05,1.0037888288497925,0.6931273937225342
39,3,196.0,195.0,1.0,159,0.06273598223924637,3.733786106109619,8.899682870833203e-05,1.012193202972412,0.7628920078277588
40,0,195.0,195.0,0.0,160,0.04711290821433067,4.117913246154785,6.262481474550441e-05,1.09188973903656,0.6582245230674744
40,1,194.0,195.0,1.0,161,0.03597298637032509,4.501053810119629,4.25749494752381e-05,1.0943567752838135,0.5476357340812683
40,2,196.0,195.0,1.0,162,0.07278091460466385,3.5617799758911133,0.00010498239134903997,1.0393680334091187,0.809714138507843
40,3,321.0,195.0,126.0,163,0.02995089441537857,5.031716346740723,2.1835212464793585e-05,1.1199123859405518,0.3867790400981903
41,0,190.0,195.0,5.0,164,0.02196386829018593,5.022364139556885,1.927589619299397e-05,1.0311694145202637,0.3629510700702667
41,1,91.0,195.0,104.0,165,0.012050308287143707,5.339818954467773,9.760546163306572e-06,1.0287137031555176,0.20701448619365692
41,2,196.0,195.0,1.0,166,0.06458455324172974,3.693713426589966,9.194667654810473e-05,1.0027257204055786,0.7640306949615479
