batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration
0,0,27.0,41.0,14.0,0,0.03413643315434456,4.092294692993164,4.999477823730558e-05,1.0104200839996338,0.5732988119125366
0,1,42.0,41.0,1.0,1,0.04099787771701813,3.9296553134918213,6.280610978137702e-05,1.0022175312042236,0.6652562022209167
0,2,29.0,41.0,12.0,2,0.029535211622714996,4.118454933166504,4.696502219303511e-05,1.0026986598968506,0.5435316562652588
0,3,45.0,41.0,4.0,3,0.025062473490834236,4.429944038391113,3.531273250700906e-05,1.0006563663482666,0.46782469749450684
1,0,45.0,41.0,4.0,4,0.012427421286702156,5.020312309265137,1.3705283890885767e-05,1.0142815113067627,0.22409023344516754
1,1,55.0,41.0,14.0,5,0.041797935962677,3.9885077476501465,5.951650382485241e-05,1.0948712825775146,0.6441587805747986
1,2,44.0,41.0,3.0,6,0.03376369550824165,4.278904914855957,4.565816925605759e-05,1.0302842855453491,0.5579863786697388
1,3,48.0,41.0,7.0,7,0.017139555886387825,4.574392318725586,2.6466672352398746e-05,1.018049716949463,0.3066989779472351
2,0,41.0,41.0,0.0,8,0.028716420754790306,4.364693641662598,3.856673720292747e-05,1.0376466512680054,0.49084246158599854
2,1,49.0,41.0,8.0,9,0.033691853284835815,4.1335625648498535,5.065702134743333e-05,1.0035080909729004,0.586525559425354
2,2,46.0,41.0,5.0,10,0.03539900481700897,4.148133277893066,5.030271131545305e-05,1.024101734161377,0.5899127721786499
2,3,41.0,41.0,0.0,11,0.030502093955874443,4.314324378967285,4.0917711885413155e-05,1.0126773118972778,0.5111969709396362
3,0,53.0,41.0,12.0,12,0.04181474447250366,3.9103569984436035,6.396685785148293e-05,1.0203388929367065,0.6646074056625366
3,1,41.0,41.0,0.0,13,0.03997161611914635,4.071056365966797,5.486317240865901e-05,1.0493847131729126,0.6058329343795776
3,2,44.0,41.0,3.0,14,0.03397314250469208,4.2518110275268555,4.5526292524300516e-05,1.0204023122787476,0.5503695011138916
