batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration
0,0,41.0,41.0,0.0,0,0.046688180416822433,3.8860459327697754,6.983522325754166e-05,1.0116041898727417,0.6992734670639038
0,1,44.0,41.0,3.0,1,0.06327684968709946,3.6109843254089355,9.64124919846654e-05,1.0174973011016846,0.7984186410903931
0,2,42.0,41.0,1.0,2,0.06474146246910095,3.550812244415283,0.0001011838685371913,1.01331627368927,0.8141101598739624
0,3,44.0,41.0,3.0,3,0.05396211892366409,3.796602725982666,7.912747969385237e-05,1.0114904642105103,0.735666036605835
1,0,48.0,41.0,7.0,4,0.047382619231939316,3.888218879699707,6.90211818437092e-05,1.001135230064392,0.6935808062553406
1,1,46.0,41.0,5.0,5,0.08278732746839523,3.34066104888916,0.0001297253620577976,1.0506443977355957,0.8725771903991699
1,2,48.0,41.0,7.0,6,0.033039968460798264,4.272791862487793,4.507096309680492e-05,1.0088469982147217,0.5420364737510681
1,3,46.0,41.0,5.0,7,0.07783274352550507,3.420255184173584,0.00011914859351236373,1.0503658056259155,0.851593017578125
2,0,46.0,41.0,5.0,8,0.04526057839393616,4.0103912353515625,6.239378853933886e-05,1.0282286405563354,0.655231237411499
2,1,44.0,41.0,3.0,9,0.06899195164442062,3.5294973850250244,0.00010584857955109328,1.0203206539154053,0.8210245966911316
2,2,44.0,41.0,3.0,10,0.056508827954530716,3.762996196746826,8.211047679651529e-05,1.0136829614639282,0.7442421317100525
2,3,46.0,41.0,5.0,11,0.059500791132450104,3.699772834777832,8.711047121323645e-05,1.0618605613708496,0.7667362689971924
3,0,46.0,41.0,5.0,12,0.08535238355398178,3.3124444484710693,0.00013282240252010524,1.0383522510528564,0.8808746337890625
3,1,44.0,41.0,3.0,13,0.056003861129283905,3.7452874183654785,8.279972826130688e-05,1.0364872217178345,0.752081573009491
3,2,46.0,41.0,5.0,14,0.04909098520874977,3.948197841644287,6.72298192512244e-05,1.0574960708618164,0.6792919635772705
3,3,46.0,41.0,5.0,15,0.09091491997241974,3.258361577987671,0.00014223853941075504,1.0886927843093872,0.8911124467849731
4,0,46.0,41.0,5.0,16,0.08463429659605026,3.320162534713745,0.00013255288649816066,1.0693166255950928,0.8781625032424927
4,1,46.0,41.0,5.0,17,0.07663328945636749,3.482926607131958,0.000112710396933835,1.094228982925415,0.8339350819587708
4,2,45.0,41.0,4.0,18,0.07443705946207047,3.452004909515381,0.00011500372784212232,1.0253797769546509,0.844194769859314
4,3,44.0,41.0,3.0,19,0.05167713388800621,3.8576674461364746,7.399060268653557e-05,1.0077790021896362,0.7118875980377197
5,0,46.0,41.0,5.0,20,0.05195610225200653,3.8431360721588135,7.418466702802107e-05,1.05117928981781,0.7154778242111206
5,1,44.0,41.0,3.0,21,0.06252826005220413,3.6228909492492676,9.470093209529296e-05,1.0069754123687744,0.7914171814918518
5,2,43.0,41.0,2.0,22,0.07429240643978119,3.4055254459381104,0.00011817916674772277,1.0205596685409546,0.8616693615913391
5,3,43.0,41.0,2.0,23,0.051198169589042664,3.8091540336608887,7.632881897734478e-05,1.0053645372390747,0.7266625165939331
6,0,44.0,41.0,3.0,24,0.04949331283569336,3.880077838897705,7.131058373488486e-05,1.0155749320983887,0.7031075954437256
6,1,48.0,41.0,7.0,25,0.05656823143362999,3.7500085830688477,8.23740047053434e-05,1.0313202142715454,0.7437278032302856
6,2,46.0,41.0,5.0,26,0.07551932334899902,3.4622631072998047,0.00011396247282391414,1.0792832374572754,0.8402899503707886
6,3,44.0,41.0,3.0,27,0.03967440500855446,4.103928565979004,5.5107469961512834e-05,1.0173829793930054,0.6181119680404663
7,0,44.0,41.0,3.0,28,0.06813167780637741,3.523979902267456,0.00010581480455584824,1.0228400230407715,0.8249048590660095
7,1,46.0,41.0,5.0,29,0.07789912819862366,3.3971107006073,0.00012066678027622402,1.0697760581970215,0.8596411943435669
7,2,46.0,41.0,5.0,30,0.07186733931303024,3.4840333461761475,0.00010993122850777581,1.0540623664855957,0.8358307480812073
7,3,44.0,41.0,3.0,31,0.08501645922660828,3.289079189300537,0.00013594333722721785,1.0318388938903809,0.8865253329277039
8,0,46.0,41.0,5.0,32,0.06329777091741562,3.6544442176818848,9.228750423062593e-05,1.048675775527954,0.7816963791847229
8,1,45.0,41.0,4.0,33,0.05590612813830376,3.797377824783325,7.943622767925262e-05,1.0273631811141968,0.7331915497779846
8,2,46.0,41.0,5.0,34,0.047203343361616135,3.9484360218048096,6.627572292927653e-05,1.0347623825073242,0.6768057942390442
8,3,46.0,41.0,5.0,35,0.07862599194049835,3.41483736038208,0.0001197646270156838,1.0587589740753174,0.8538048267364502
9,0,46.0,41.0,5.0,36,0.04836220294237137,3.9203243255615234,6.837170076323673e-05,1.029514193534851,0.6880238652229309
9,1,41.0,41.0,0.0,37,0.03947892412543297,4.079965114593506,5.5814991355873644e-05,1.0243343114852905,0.6202166080474854
9,2,44.0,41.0,3.0,38,0.04991646856069565,3.878377676010132,7.129961159080267e-05,1.016129732131958,0.7008964419364929
9,3,44.0,41.0,3.0,39,0.05654361471533775,3.7173011302948,8.526425517629832e-05,1.0104331970214844,0.7616597414016724
10,0,46.0,41.0,5.0,40,0.07956356555223465,3.3781256675720215,0.00012340866669546813,1.0702846050262451,0.8656655550003052
10,1,46.0,41.0,5.0,41,0.07020451128482819,3.499271869659424,0.00010790204396471381,1.0258879661560059,0.8307566046714783
10,2,46.0,41.0,5.0,42,0.07456125319004059,3.4874606132507324,0.0001101478046621196,1.0969434976577759,0.8333724737167358
10,3,44.0,41.0,3.0,43,0.05307748168706894,3.807314395904541,7.734735845588148e-05,1.0094611644744873,0.7285745143890381
11,0,46.0,41.0,5.0,44,0.0850118026137352,3.3204948902130127,0.00013156383647583425,1.0970395803451538,0.8790589570999146
11,1,43.0,41.0,2.0,45,0.05279695242643356,3.7731547355651855,7.953355088829994e-05,1.0023512840270996,0.7382017374038696
11,2,46.0,41.0,5.0,46,0.06259152293205261,3.6592178344726562,9.145856893155724e-05,1.0475574731826782,0.7815696001052856
11,3,44.0,41.0,3.0,47,0.06258460134267807,3.6482906341552734,9.365193545818329e-05,1.007370948791504,0.7849521040916443
12,0,44.0,41.0,3.0,48,0.07603040337562561,3.402656078338623,0.00012007682380499318,1.0250227451324463,0.8565877676010132
