batch_idx,sample_idx,pred_angle,gt_angle,abs_error,global_idx,max_prob,entropy,prediction_variance,peak_sharpness,local_concentration
0,0,35.0,41.0,6.0,0,0.03023242950439453,4.235986709594727,4.351291499915533e-05,1.0183337926864624,0.5215005874633789
0,1,49.0,41.0,8.0,1,0.04922926798462868,3.814390182495117,7.403564814012498e-05,1.063960313796997,0.7232567667961121
0,2,48.0,41.0,7.0,2,0.02741084434092045,4.454760551452637,3.5127268347423524e-05,1.0053387880325317,0.47619691491127014
0,3,48.0,41.0,7.0,3,0.04950389266014099,3.8617942333221436,7.20301759429276e-05,1.0061601400375366,0.7080140113830566
1,0,49.0,41.0,8.0,4,0.03541484475135803,4.238655090332031,4.6422701416304335e-05,1.0603712797164917,0.5606803894042969
1,1,49.0,41.0,8.0,5,0.05946987122297287,3.6044368743896484,9.294074698118493e-05,1.00437593460083,0.7994892001152039
1,2,50.0,41.0,9.0,6,0.019295653328299522,4.892141342163086,2.084012703562621e-05,1.0659401416778564,0.3372053802013397
1,3,49.0,41.0,8.0,7,0.04937183856964111,3.8112730979919434,7.326118793571368e-05,1.0717341899871826,0.7209136486053467
2,0,57.0,41.0,16.0,8,0.02274799905717373,4.666633605957031,2.8033035050611943e-05,1.0112411975860596,0.40623393654823303
2,1,53.0,41.0,12.0,9,0.04514747112989426,3.8741326332092285,6.91755922161974e-05,1.009730577468872,0.6918996572494507
2,2,43.0,41.0,2.0,10,0.03902750834822655,4.042070388793945,5.6764638429740444e-05,1.0042495727539062,0.6221502423286438
2,3,49.0,41.0,8.0,11,0.03827059268951416,4.09613037109375,5.386820339481346e-05,1.0364333391189575,0.6056095361709595
3,0,49.0,41.0,8.0,12,0.05990023910999298,3.592641830444336,9.413904626853764e-05,1.0121411085128784,0.8026666641235352
3,1,38.0,41.0,3.0,13,0.03344201669096947,4.125422954559326,4.873597208643332e-05,1.0081329345703125,0.5651490688323975
3,2,15.0,41.0,26.0,14,0.020166676491498947,4.561235427856445,3.0374605557881296e-05,1.0090192556381226,0.37042635679244995
3,3,46.0,41.0,5.0,15,0.08031313866376877,3.400193929672241,0.00012198960757814348,1.088600754737854,0.8576376438140869
4,0,49.0,41.0,8.0,16,0.05498776584863663,3.667778968811035,8.544560841983184e-05,1.036681056022644,0.7758197784423828
4,1,55.0,41.0,14.0,17,0.04378144070506096,3.9461617469787598,6.502178439404815e-05,1.0017212629318237,0.6568710207939148
4,2,49.0,41.0,8.0,18,0.046987589448690414,3.8307223320007324,7.154954801080748e-05,1.0642682313919067,0.7155194282531738
4,3,46.0,41.0,5.0,19,0.030552443116903305,4.2830400466918945,4.2935116653097793e-05,1.013291835784912,0.5320385694503784
5,0,53.0,41.0,12.0,20,0.041154615581035614,4.10770845413208,5.549600609811023e-05,1.0635809898376465,0.6084428429603577
5,1,55.0,41.0,14.0,21,0.03740110993385315,4.084188461303711,5.4089246987132356e-05,1.0162012577056885,0.5896358489990234
5,2,49.0,41.0,8.0,22,0.05223555490374565,3.7374892234802246,8.021536632440984e-05,1.0012582540512085,0.7527261972427368
5,3,35.0,41.0,6.0,23,0.024119162932038307,4.309044361114502,3.6985067708883435e-05,1.032740831375122,0.4359787702560425
6,0,53.0,41.0,12.0,24,0.04395577684044838,3.963179111480713,6.343581480905414e-05,1.0372846126556396,0.6513669490814209
6,1,38.0,41.0,3.0,25,0.034150201827287674,4.139704704284668,4.8611389502184466e-05,1.0281250476837158,0.5636935234069824
6,2,49.0,41.0,8.0,26,0.04922444745898247,3.799126148223877,7.449708209605888e-05,1.0706894397735596,0.7210279703140259
6,3,45.0,41.0,4.0,27,0.012403974309563637,5.078447341918945,1.4105681657383684e-05,1.0157870054244995,0.2313489019870758
7,0,49.0,41.0,8.0,28,0.020666612312197685,4.760331153869629,2.266815135953948e-05,1.0111368894577026,0.3610683083534241
7,1,46.0,41.0,5.0,29,0.04440680146217346,3.877981424331665,6.652135198237374e-05,1.0533946752548218,0.6867725253105164
7,2,55.0,41.0,14.0,30,0.04436708241701126,3.9203357696533203,6.641236541327089e-05,1.016110897064209,0.6603622436523438
7,3,49.0,41.0,8.0,31,0.05864563584327698,3.5822219848632812,9.544148633722216e-05,1.0086619853973389,0.7971043586730957
8,0,61.0,41.0,20.0,32,0.03578701987862587,4.076638221740723,5.505792796611786e-05,1.014457106590271,0.6146746873855591
8,1,49.0,41.0,8.0,33,0.04088837653398514,4.029946327209473,5.77914179302752e-05,1.0530517101287842,0.635195255279541
8,2,55.0,41.0,14.0,34,0.03297967091202736,4.248845100402832,4.584394264384173e-05,1.023561716079712,0.5537572503089905
8,3,53.0,41.0,12.0,35,0.052859362214803696,3.7533411979675293,8.028183947317302e-05,1.0445241928100586,0.7475486993789673
9,0,48.0,41.0,7.0,36,0.019861780107021332,4.73833703994751,2.363341445743572e-05,1.0482796430587769,0.35381123423576355
9,1,46.0,41.0,5.0,37,0.030818404629826546,4.2314772605896,4.5521614083554596e-05,1.0143699645996094,0.5544981956481934
9,2,19.0,41.0,22.0,38,0.019941072911024094,4.485980987548828,3.0254770535975695e-05,1.009752869606018,0.33493417501449585
9,3,11.0,41.0,30.0,39,0.01909828931093216,4.555697441101074,2.8698608730337583e-05,1.0044132471084595,0.3635846972465515
10,0,46.0,41.0,5.0,40,0.052686288952827454,3.784449577331543,7.694918167544529e-05,1.0715407133102417,0.7327431440353394
10,1,48.0,41.0,7.0,41,0.04752039164304733,3.8483479022979736,7.038145849946886e-05,1.0411516427993774,0.7114053964614868
10,2,53.0,41.0,12.0,42,0.03722678869962692,4.1320576667785645,5.290701665217057e-05,1.0369242429733276,0.6016728281974792
10,3,46.0,41.0,5.0,43,0.016264334321022034,4.818293571472168,2.0304059944464825e-05,1.000665307044983,0.30823761224746704
11,0,49.0,41.0,8.0,44,0.06813379377126694,3.528477668762207,0.00010368454968556762,1.002639889717102,0.8233839273452759
11,1,41.0,41.0,0.0,45,0.01931994967162609,4.662661552429199,2.4915845642681234e-05,1.0396054983139038,0.34899574518203735
11,2,46.0,41.0,5.0,46,0.045609500259160995,3.9464330673217773,6.457095150835812e-05,1.05433988571167,0.6712808609008789
11,3,49.0,41.0,8.0,47,0.05420047417283058,3.7928056716918945,7.746841583866626e-05,1.0271574258804321,0.7338906526565552
12,0,46.0,41.0,5.0,48,0.04366321861743927,3.896535873413086,6.61140147713013e-05,1.0240120887756348,0.6843181848526001
12,1,58.0,41.0,17.0,49,0.037027664482593536,4.024683952331543,5.637072172248736e-05,1.0205901861190796,0.6190662384033203
12,2,58.0,41.0,17.0,50,0.041046030819416046,3.905820846557617,6.459787982748821e-05,1.010976791381836,0.6755681037902832
12,3,49.0,41.0,8.0,51,0.059162698686122894,3.6273856163024902,8.98830039659515e-05,1.0963214635849,0.7907204627990723
13,0,43.0,41.0,2.0,52,0.04759644344449043,3.864967107772827,6.939021113794297e-05,1.028997778892517,0.6897754073143005
13,1,48.0,41.0,7.0,53,0.07175559550523758,3.4783191680908203,0.00011051743786083534,1.0016149282455444,0.8384681940078735
13,2,49.0,41.0,8.0,54,0.021311990916728973,4.622187614440918,2.7504764148034155e-05,1.000726342201233,0.39436644315719604
13,3,49.0,41.0,8.0,55,0.04717552289366722,3.8405208587646484,7.176537474151701e-05,1.0040185451507568,0.7170976996421814
14,0,49.0,41.0,8.0,56,0.04741933196783066,3.872556686401367,6.965736974962056e-05,1.050888180732727,0.7013803720474243
14,1,48.0,41.0,7.0,57,0.04238967224955559,3.902228593826294,6.594010483240709e-05,1.0004363059997559,0.6899336576461792
14,2,49.0,41.0,8.0,58,0.042853571474552155,4.068236351013184,5.73496290598996e-05,1.0389906167984009,0.6286908388137817
14,3,55.0,41.0,14.0,59,0.05073187127709389,3.8169119358062744,7.437010935973376e-05,1.0243310928344727,0.7150311470031738
15,0,49.0,41.0,8.0,60,0.06701228022575378,3.537726402282715,0.00010273377847624943,1.0165767669677734,0.8206812143325806
15,1,53.0,41.0,12.0,61,0.04050774499773979,4.083240985870361,5.553598384722136e-05,1.0450849533081055,0.6053180694580078
15,2,49.0,41.0,8.0,62,0.04826056584715843,3.796520233154297,7.441107300110161e-05,1.004125952720642,0.7300440073013306
15,3,49.0,41.0,8.0,63,0.05042333900928497,3.86381459236145,7.105372060323134e-05,1.0410754680633545,0.7042920589447021
16,0,48.0,41.0,7.0,64,0.04660825803875923,3.84975004196167,7.011543493717909e-05,1.0110726356506348,0.7066700458526611
16,1,41.0,41.0,0.0,65,0.0348953939974308,4.227054595947266,4.857102976529859e-05,1.0075839757919312,0.5587952733039856
16,2,49.0,41.0,8.0,66,0.04409850016236305,3.977640390396118,6.243606912903488e-05,1.0058259963989258,0.661943256855011
16,3,55.0,41.0,14.0,67,0.03423868119716644,4.170928001403809,4.9246296839555725e-05,1.0175135135650635,0.561972439289093
17,0,8.0,41.0,33.0,68,0.02412847988307476,4.710622787475586,2.6749181415652856e-05,1.0483378171920776,0.36079141497612
17,1,53.0,41.0,12.0,69,0.051100242882966995,3.7738780975341797,7.791492680553347e-05,1.0574935674667358,0.7325681447982788
17,2,45.0,41.0,4.0,70,0.040022168308496475,4.060157775878906,5.652416075463407e-05,1.0023223161697388,0.6275531649589539
17,3,183.0,180.0,3.0,71,0.08539038896560669,3.391296863555908,0.00012782735575456172,1.0377591848373413,0.855390191078186
18,0,186.0,180.0,6.0,72,0.0398821085691452,4.009432792663574,6.196725007612258e-05,1.035814642906189,0.6453470587730408
18,1,186.0,180.0,6.0,73,0.04662821441888809,3.978687286376953,6.628870323766023e-05,1.074151873588562,0.6761232614517212
18,2,190.0,180.0,10.0,74,0.047674983739852905,3.7198915481567383,8.048120798775926e-05,1.0075690746307373,0.7609840035438538
18,3,185.0,180.0,5.0,75,0.05105002969503403,3.787111282348633,7.818824815331027e-05,1.0022894144058228,0.7259562015533447
19,0,183.0,180.0,3.0,76,0.06554552167654037,3.6390039920806885,9.395000233780593e-05,1.0188484191894531,0.781392514705658
19,1,182.0,180.0,2.0,77,0.08331436663866043,3.422577381134033,0.00012253594468347728,1.0234827995300293,0.8479336500167847
19,2,190.0,180.0,10.0,78,0.03999461233615875,3.954115390777588,6.457362906076014e-05,1.013103723526001,0.6877342462539673
19,3,187.0,180.0,7.0,79,0.06281015276908875,3.5757479667663574,9.653927554609254e-05,1.039793610572815,0.810713529586792
20,0,183.0,180.0,3.0,80,0.08468548208475113,3.398803234100342,0.00012551495456136763,1.0219447612762451,0.8529189825057983
20,1,183.0,180.0,3.0,81,0.07271099090576172,3.537153720855713,0.00010701523569878191,1.001438856124878,0.8182008266448975
20,2,182.0,180.0,2.0,82,0.07443757355213165,3.5282044410705566,0.00011015871132258326,1.0117839574813843,0.8222390413284302
20,3,183.0,180.0,3.0,83,0.08929555863142014,3.376802682876587,0.0001305818441323936,1.012406826019287,0.85736083984375
21,0,186.0,180.0,6.0,84,0.036338645964860916,4.133567810058594,5.408436118159443e-05,1.0398285388946533,0.6096535921096802
21,1,183.0,180.0,3.0,85,0.07247740030288696,3.5234830379486084,0.00010761667363112792,1.0482313632965088,0.8172503709793091
21,2,185.0,180.0,5.0,86,0.04442550241947174,4.106411933898926,5.949138358118944e-05,1.0481743812561035,0.6401391625404358
21,3,185.0,180.0,5.0,87,0.04920152574777603,3.8342642784118652,7.367884245468304e-05,1.0257337093353271,0.7096489667892456
22,0,183.0,180.0,3.0,88,0.0400172621011734,4.205284595489502,5.240477912593633e-05,1.010953664779663,0.5885112285614014
22,1,182.0,180.0,2.0,89,0.0643242821097374,3.6209936141967773,9.585882071405649e-05,1.006771445274353,0.7931585907936096
22,2,184.0,180.0,4.0,90,0.05201094225049019,3.810065269470215,7.551515591330826e-05,1.0128313302993774,0.7165183424949646
22,3,185.0,180.0,5.0,91,0.056315116584300995,3.6978254318237305,8.549599442631006e-05,1.0553826093673706,0.7601759433746338
23,0,185.0,180.0,5.0,92,0.05051836743950844,3.7214159965515137,8.038429950829595e-05,1.0220787525177002,0.7341365814208984
23,1,183.0,180.0,3.0,93,0.0637311115860939,3.664194345474243,9.228693670593202e-05,1.0397918224334717,0.7724922895431519
23,2,185.0,180.0,5.0,94,0.05914640054106712,3.6753439903259277,8.917818195186555e-05,1.0391161441802979,0.7745653986930847
23,3,183.0,180.0,3.0,95,0.054583970457315445,3.8413233757019043,7.768010982545093e-05,1.0103554725646973,0.7146278619766235
24,0,185.0,180.0,5.0,96,0.04457956925034523,3.9143896102905273,6.55211551929824e-05,1.0150798559188843,0.6714091300964355
24,1,196.0,180.0,16.0,97,0.07463213801383972,3.471317768096924,0.00011182684829691425,1.0663851499557495,0.8216202259063721
24,2,190.0,180.0,10.0,98,0.04330391809344292,3.960799217224121,6.518897134810686e-05,1.0003539323806763,0.6825071573257446
24,3,195.0,180.0,15.0,99,0.044010039418935776,4.160909652709961,5.770012649009004e-05,1.0795217752456665,0.6253176331520081
25,0,182.0,180.0,2.0,100,0.04911128804087639,4.034844875335693,6.26061882940121e-05,1.0621613264083862,0.6531358957290649
25,1,182.0,180.0,2.0,101,0.049115121364593506,4.023137092590332,6.220893556019291e-05,1.0651516914367676,0.6507439017295837
25,2,182.0,180.0,2.0,102,0.03669971227645874,4.374007701873779,4.2671501432778314e-05,1.0792351961135864,0.5287573337554932
25,3,184.0,180.0,4.0,103,0.07357034832239151,3.480998992919922,0.0001127704163081944,1.0084363222122192,0.8361550569534302
26,0,177.0,180.0,3.0,104,0.030814098194241524,4.41085147857666,4.01077741116751e-05,1.0032542943954468,0.5085037350654602
